100000000000.0  12637.6493568  -5154.45376765  2716.44171475  0.407895060923  87.2480779347
100000000.0  -5383.47558367  -5501.84282526  2918.56069564  0.38142986167  6.62244368527
1000000000.0  -7045.7701582  -6661.58740891  3350.5829375  0.574994570784  47.5657135352
100000000.0  -11711.9451207  17545.0495182  3371.94863385  0.489885210425  53.8836820325
1000000000.0  82.0242965399  10762.0536  3248.78051717  0.451157110389  28.1817990456
100000000.0  -218.094265994  -2093.60783607  2562.97379625  0.560482723082  84.4798346723
1000000000.0  -1301.93460958  -10969.1254371  2021.41183859  0.451715207386  64.5115459623
1000000000.0  -3898.83720756  8380.55881453  3211.57831955  0.631666528075  55.6249364033
10000000000.0  11107.8931792  -14605.3426224  3694.70417811  0.344258553255  32.599430938
10000000000.0  11191.7573635  -14742.3045207  3370.75535349  0.339072398897  51.6194702555
1000000000.0  6068.96275293  -4156.48420928  2337.11620382  0.474773776357  6.78809045795
1e+12  -3618.97517952  -11205.5411633  2695.87100046  0.529395477891  29.3026336363
100000000000.0  16550.899343  -16335.2219032  3583.92858781  0.453578716566  26.2670305652
10000000000.0  -2679.96444375  17715.1810537  2817.26632027  0.638948344302  10.9996195707
10000000000.0  11267.3963845  15425.2071911  3690.73971736  0.664991513532  39.3084808886
100000000.0  4875.35736062  -9546.30815776  2523.26647978  0.622716838593  8.63646823628
100000000000.0  -13837.7124792  -17291.8999028  2919.8585341  0.462918527507  38.0942680005
10000000000.0  17782.1530359  -17699.2733862  3940.63435607  0.571411383821  61.7775709846
10000000000.0  4319.82071895  -1566.37890616  3227.64440228  0.448453858382  86.2947713972
100000000000.0  12789.5637174  15427.2451273  2498.82233024  0.556120993999  83.0274327963
100000000.0  9870.6798684  7339.47732861  3670.44013508  0.659842236617  72.0469739523
1000000000.0  -3854.47467378  68.1341518431  3688.28391281  0.502945376847  58.9743706121
10000000000.0  -17229.0617294  5743.93042509  2331.97304249  0.616224128746  63.7968612535
100000000.0  11753.4172076  8552.37394094  2117.24595547  0.412566748109  52.6220320509
1e+12  5549.46005895  -2775.0485828  3389.77427772  0.421338456878  30.2610384903
1e+12  -7624.86841969  5502.43740983  3091.90299181  0.610983615225  77.1647754535
100000000000.0  -9984.65869214  -4842.12677221  2841.83481294  0.474437191998  23.3820052329
100000000000.0  -9910.67651892  -17752.5601556  2852.54988384  0.611503846743  29.5923362889
100000000000.0  13217.6143456  -5278.53659631  2517.2625142  0.554633333371  3.210259838
1e+12  7263.05438043  14674.0631233  2297.8622236  0.445464826367  49.4888822227
10000000000.0  5967.91491743  -15545.2174304  3740.36255719  0.512943690859  82.5800128108
10000000000.0  4523.3404759  -7709.71918744  2233.77865473  0.392519234231  85.7057365164
100000000000.0  -13294.6834979  13995.181922  2383.66347631  0.65472272624  47.6804062826
1000000000.0  17166.6205144  9553.63787112  2719.20474909  0.363621103564  11.1848018885
100000000.0  1024.83411064  16240.1599305  3198.11435103  0.576831616668  66.1850456718
10000000000.0  -11900.7447194  7977.30732207  3470.43708481  0.569138641997  83.1323811127
10000000000.0  -15486.1861175  11447.4797092  3950.26774957  0.405746711107  77.6656142065
100000000.0  -393.96116752  -1174.91058883  2661.29669694  0.541627326554  22.8881841356
100000000000.0  15601.0411391  6979.5002559  3963.68788824  0.408739078999  39.5319834847
1e+12  6007.63013039  -11162.3546959  3409.53195417  0.364862642197  13.4668765916
1000000000.0  -2497.25678576  -15459.1956466  2625.33605725  0.632230451309  17.6237492291
1e+12  -14731.4626654  -4516.72857833  3655.99918132  0.580333854646  62.2624733282
100000000.0  78.4245570249  -6915.24089601  3299.58096361  0.651745025175  80.8026722045
1000000000.0  13135.0285862  4609.57421573  3614.31650536  0.482145221025  17.2267862761
100000000000.0  1131.02626271  -12886.4721707  3639.85130617  0.647874072379  7.48531657452
1000000000.0  9356.38189461  -15124.3016134  2124.35572141  0.652358558715  64.5309287271
100000000.0  -16240.5577956  15112.4986724  3977.12151478  0.442754460537  13.7047574238
100000000.0  2310.73404979  -3078.43591756  3579.96277248  0.357959654156  8.6745950392
1000000000.0  -14717.3688813  3978.30295301  2160.26465167  0.524738522216  57.7916975255
1e+12  -8214.68817292  -11892.0014858  3946.32155517  0.54296881971  88.8146154304
1e+12  -14637.6057998  -12782.3397716  2882.25541324  0.513060876901  50.0977997099
100000000000.0  7766.67797271  10090.0918829  3475.49180733  0.568970131859  49.3773329884
100000000000.0  13163.7571735  16153.914592  3928.93996636  0.405377076748  18.786810461
100000000000.0  17978.6542858  -17504.9987044  2418.71133831  0.444721741841  52.1122720492
100000000000.0  10644.341179  12547.0682098  3950.718679  0.430344801226  27.3769852292
1000000000.0  7146.09391992  3828.33672366  3406.72491921  0.640578166826  51.6566675209
100000000.0  8472.45498047  -2281.80532468  2951.66441202  0.438884772079  1.15520821365
1e+12  -14014.9258275  7198.14871298  3722.93614992  0.503922914445  59.4929008456
100000000000.0  7301.84141448  3308.66833535  2153.69271851  0.483809728429  6.85408250876
100000000000.0  -17337.8861404  -6596.76157516  3481.1619097  0.568249953253  76.1685904074
100000000.0  -12168.2735418  15669.4313132  3384.33630967  0.634081479146  65.9940076399
1e+12  7983.3130295  15175.5712745  2766.89457845  0.616310208272  63.9591105786
1000000000.0  12484.8821456  -11866.9214907  3520.59132144  0.647682096158  44.1120706084
100000000000.0  -8777.70449179  -16369.4907749  3957.73706289  0.471850041567  54.6312137202
100000000.0  11586.0236518  416.998488865  2671.8149585  0.634746583223  63.0206406926
100000000000.0  -16738.5982312  -13569.7831948  3368.77762658  0.597260822892  10.0852064108
1e+12  -9143.26484532  3384.62304265  3134.92614375  0.461619527082  46.9987607795
1000000000.0  -9153.34388855  -8199.27027195  3639.95253178  0.640470753084  79.9722961584
1000000000.0  17026.2125477  10712.6434978  3659.52252001  0.354192584888  26.2300478116
100000000000.0  6839.73555462  -207.655593433  3630.1883523  0.447495777123  58.6445333969
1000000000.0  -17435.5541633  10410.6262189  2466.0013477  0.555384982009  26.6713714858
1000000000.0  15712.3191971  144.664463545  3181.02403132  0.537097576274  30.9327107277
1000000000.0  -12519.5693816  -10168.6813272  2558.75787494  0.665214357752  75.1275901938
1000000000.0  -12010.8239343  -357.983811075  3984.23510751  0.372511496207  54.0496469947
100000000000.0  -6681.21389726  -9834.16226025  2093.99746899  0.389380666889  22.4196610552
10000000000.0  -10472.2973062  6180.48092615  3901.36777035  0.631779878817  21.8253224636
1e+12  12278.5641492  -9732.25720122  3651.85918626  0.481208656221  0.62125320894
1000000000.0  -1806.32950141  8831.71685481  2707.64324338  0.408637977085  79.5975656807
100000000.0  5807.37168022  -10564.537033  3097.19319638  0.606879117366  21.7477552532
100000000000.0  9078.05934384  -10287.7620463  3882.83922548  0.421112693594  4.9598968579
10000000000.0  -15563.24783  4082.36216005  2773.75654771  0.47776798541  49.1345615491
100000000000.0  4214.76663126  -15997.948531  3015.62244444  0.441012206453  24.7580229485
100000000.0  11762.8277456  13348.6514364  2874.19497283  0.43468628722  64.9444743007
1e+12  4030.00220644  -7511.97189806  3905.79768453  0.568742698856  75.0185237576
100000000.0  5839.06591507  14298.292801  2103.82393524  0.632887443524  25.2601767104
